date,Steps
2020-09-29,2286
2020-09-30,4245
2020-10-01,21714
2020-10-02,10505
2020-10-03,4681
2020-10-04,2482
2020-10-05,7431
2020-10-06,13395
2020-10-07,11990
2020-10-08,3812
2020-10-09,2330
2020-10-10,10596
2020-10-11,5381
2020-10-12,9710
2020-10-13,5852
2020-10-14,5740
2020-10-15,5536
2020-10-16,8782
2020-10-17,9978
2020-10-18,1864
2020-10-19,5151
2020-10-20,11610
2020-10-21,3954
2020-10-22,6366
2020-10-23,5620
2020-10-24,6134
2020-10-25,2463
2020-10-26,8971
2020-10-27,12357
2020-10-28,8692
2020-10-29,2038
2020-10-30,10625
2020-10-31,6898
2020-11-01,10326
2020-11-02,5130
2020-11-03,7095
2020-11-04,1248
2020-11-05,8157
2020-11-06,3070
2020-11-07,11765
2020-11-08,5257
2020-11-09,1432
2020-11-10,5798
2020-11-11,5399
2020-11-12,1057
2020-11-13,6494
2020-11-14,15895
2020-11-15,10713
2020-11-16,890
2020-11-17,5427
2020-11-18,1611
2020-11-19,2053
2020-11-20,3981
2020-11-21,27163
2020-11-22,1898
2020-11-23,1457
2020-11-24,5153
2020-11-25,9099
2020-11-26,107
